district,name,address,phone,mobile,email,website,contact_person,purpose,mission,url
Latur,"Atrivarad Pratishthan, Latur","Gurulila, Pochamma Galli Latur Maharashtra 413512",,9923456728,ap.latur@hotmail.com,https://twitter.com/share,"Pravin Shivangikar, President","Sports & Games, Facilitating Patients Hospitalised In Civil Hospital, Socio-Cultural-Eco- Upliftment, Educational Movements.","Atrivarad pratishthan, Latur is established with motive to build swarnim bharat by contributing & uplifting the socio-cultural, environmental & educational movement/s in the nation. We are undertaking no. of projects for yoga awareness, facilitation to poor patients & their relatives in the time of hospitalization, etc. We welcome & support existing good projects aiming at generous service to the disadvantaged. Tweet",https://ngosindia.org/maharashtra-ngos/atrivarad-pratishthan-latur/
Latur,"Bal Vikas Mahila Mandal, Latur",".: C/o Swaadhar Mahila Vastigrah, Sudarshan Colony, India Nagar Latur Pin: 413531 Maharashtra",912382227005,9109922362222,bvmm_latur@yahoo.com,http://www.bvmml.org,Jayshree Badame,Education development,"To create interest of education, health center, ashram schools, women development center, all school and collage, hospitals, all schemes women, child, health, education. Tweet",https://ngosindia.org/maharashtra-ngos/bal-vikas-mahila-mandal-latur/
Latur,"Balaji Sanstha, Latur",".: Gaundgaon, Udgir Latur Pin: 413512 Maharashtra",912385221070,919545358508,balajibiradar46@yahoo.com.in,https://twitter.com/share,Biradar Balaji,Water,"Water, watershed development, women and child development, education, technical education for weaker section, social welfare of weaker section. Tweet",https://ngosindia.org/maharashtra-ngos/balaji-sanstha-latur/
Latur,"Dalit Hakk Andolan Maharashtra, Latur",".: Pangaon Dhammdip Nivas, Near By Railway Station Latur Pin: 413527 Maharashtra",912382236127,,jvsm@bsnl.in,https://twitter.com/share,Nagnath Chavan,Land right issue.,The mission of DHA is to create an enabling environment for social action groups social change agents and deprived citizens. Tweet,https://ngosindia.org/maharashtra-ngos/dalit-hakk-andolan-maharashtra-latur/
Latur,"Dr. Khaja Kamran Khan, Latur",".: Khan Hospital Bldg, Barshi Road Latur Pin: 413531 Maharashtra",,919890414448,ngodpg@yahoo.co.in,https://twitter.com/share,Dr K. S. Khan,Social works for needed and miserables.,"To serve all needy, miserables and sufferings of the people of the world. Tweet",https://ngosindia.org/maharashtra-ngos/dr-khaja-kamran-khan-latur/
Latur,"Environment Education Centre, Latur",".: Samarth Vidyalaya, Ekurka Rode Latur Pin: 413517 Maharashtra",912385268178,,,https://twitter.com/share,Venkatesh B Choudhary,"Education, Environment","The organisation mainly works in the field of environment and related issues. Its activities mainly address to protection of environment, promotion of afforestation on wastelands, conservation of natural resources including water resources, tree plantation and reforestation, watershed development, water conservation through afforestation and soil conservation and popularsing MPTS for tree farming including common varieties of medicinal plants. It also aims to promote the environment protection through education with emphasis on literacy education, population education, health, social, family and value education. Tweet",https://ngosindia.org/maharashtra-ngos/environment-education-centre-latur/
Latur,"Global Education Mission, Latur",".: Mukteshwar Housing Society, Ausa Latur Pin: 413520 Maharashtra",912383316704,"919028183184,919860238212",shindess11@gmail.com,http://www.gemsweb.co.cc,Sachin Shinde,NGO to set up new trend in education.,To provide world class education with modern technology. To literate rural regions of India. Tweet,https://ngosindia.org/maharashtra-ngos/global-education-mission-ausa/
Latur,"Gramin Shramik Pratishthan, Latur",".: Budhoda, Latur Latur Pin: 413520 Maharashtra",,,gs.rural@gmail.com,https://twitter.com/share,Harish Chandra Sude,Rural development and rehabilitation of disabled.,"GSP is Striving to see every Socio-Economically deprived individual is thriving with dignity. To empower socio-economically deprived, marginalized and individuals with disability through capacity building support and by creating conducive environment for their development. GSP a non-profit voluntary organization established in 1981 with mission of striving for the up uplift of deprived rural poor and individuals with disability. It was out come of enlightening experience of successful struggle of our founder Harish Chandra Sude for the rehabilitation of slum dwellers at Pune, during 1980. He recognized the need and turned to rural India. Tweet",https://ngosindia.org/maharashtra-ngos/gramin-shramik-pratishthan-latur/
Latur,"Iqura Minorety Multipurpous Society, Latur",".: Opp Sharraddha Petrol Pump, Bidar Road Udgir Latur Pin: 413517 Maharashtra",912385251164,919822251246,momin_masood@rediffmail.com,https://twitter.com/share,Mominmasood Ahmed,"To serve people through education help, health.",Health education microfinance development thaough various schemes run by central govt. state. Tweet,https://ngosindia.org/maharashtra-ngos/iqura-minorety-multipurpous-society-latur/
Latur,"Jagat Jyoti Gramin Bahu Uddeshiy Shaikshnik V Sevabhavi Sanstha, Latur","Nalegaon, Chakur Latur Maharashtra 413524",02381256555,9923493555,jagatjyoti4ngo@gmail.com,https://twitter.com/share,Adv.Manoj Birajdar,"Adolescent Girls Welfare, Advocacy On Social Issues, Agriculture, Awareness Generation, Rural Development, Social Awareness.",We are main object to work for rural areas. Tweet,https://ngosindia.org/maharashtra-ngos/jagat-jyoti-gramin-bahu-uddeshiy-shaikshnik-v-sevabhavi-sanstha-latur/
Latur,"Janseva Sevabhavi Sanstha, Latur",".: Shriram Ayurvedic Panchakarma Chikitsalaya, Ram Nagar Ausa Road Latur Pin: 413512 Maharashtra",912382225487,"919890597441,919422469487",harisurnar@yahoo.in,https://twitter.com/share,Dr. Narhari Surnar,"Education, medical awareness & facilities, agriculture development, woman child youth welfare, ayurved.","Health, ayurved, yoga, panchakarma awareness, education, agriculture developement, child-woman-youth welfare, social humanity, rural development etc. Tweet",https://ngosindia.org/maharashtra-ngos/janseva-sevabhavi-sanstha-latur/
Latur,"Jijamata Bahuuddeshiy Mahila Mandal Sawri, Latur","Sawri, Nilanga Latur Maharashtra 413522",,9766571700,jbmmsawri3333@yahoo.co.in,https://twitter.com/share,Ravi,"Agriculture, Animal Welfare, Art And Culture, Awareness Generation, Child Welfare, E-Learning, Energy, Rural Development, Social Awareness, Women Development/Welfare, Yoga, Youth Agricultureral Eqpement Development.",Indian farmer progress. Tweet,https://ngosindia.org/maharashtra-ngos/jijamata-bahuuddeshiy-mahila-mandal-sawri-latur/
Latur,"Kalapandhrai Magasvargiya & Adivasi Gramin Vikas Sanstha, Latur",".: Sharadha Nagar, Nr. Hanuman Mandir, Ambajogai Road Latur Pin: 413531 Maharashtra",912382228534,,bpsurywanshi@gmail.com,https://twitter.com/share,B.P. Surywanshi,Human rights.,Right base work on human rights. Tweet,https://ngosindia.org/maharashtra-ngos/kalapandhrai-magasvargiya-adivasi-gramin-vikas-sanstha-latur/
Latur,"Kalpataru Bahuudeshia Sevabhavi Sanstha, Latur",.: Latur Latur Pin: 413512 Maharashtra,,919689675977,bvmahalankar@gmail.com,https://twitter.com/share,Mahalankar Balaji Vilasrao,Rural development.,"Water, agriculture, education, road, child and woman development. Tweet",https://ngosindia.org/maharashtra-ngos/kalpataru-bahuudeshia-sevabhavi-sanstha-latur/
Latur,"Kalptaru Foundation, Latur",".: Maharashtra College of Pharmacy, Nilanga Latur Pin: 413521 Maharashtra",,919922271111,poulbn2@gmail.com,https://twitter.com/share,Dr B.N. Poul,Community development,"Poverty, education, environment, water. Tweet",https://ngosindia.org/maharashtra-ngos/kalptaru-foundation-latur/
Latur,"Krishnai Bahuddeshya Mahila Mandal, Latur","Kumbhari, Pohregaon, Renapur Latur Maharashtra 413527",,"9637275374,9423285007",krishnaibmm@gmail.com,https://twitter.com/share,Anusaya Kondiram Phad,Social Work,Multi purpuse object in this ngo. Tweet,https://ngosindia.org/maharashtra-ngos/krishnai-bahuddeshya-mahila-mandal-latur/
Latur,"Kumarswami Sanstha, Latur",".: Khandoba Galli, Near Head Post Office Latur Pin: 413512 Maharashtra",912382252745,,kbsslt@gmail.com,https://twitter.com/share,Praful Kapse,Providing health services.,"Marathwada AIDS free vision, provide health services to marginalise people. Tweet",https://ngosindia.org/maharashtra-ngos/kumarswami-sanstha-latur/
Latur,"Late Abdulla Quadri Memorial Medical & Research Centre, Udgir",".: Fatima Hospital, Oposite City Police Station Udgir Pin: 413517 Maharashtra",912385252623,"919422657328,919423351447",laqmarc@yahoo.co.in,https://twitter.com/share,Dr.Anjum Quadri,,"To run institute of nursing, MBBS, ayurved old age home, women chiled health programme earthquik pupose hospital, blakashram, swadhar, we improve health status of the community. Tweet",https://ngosindia.org/maharashtra-ngos/late-abdulla-quadri-memorial-medical-research-centre-udgir/
Latur,"Late. Satyabhama Bahuddeshiya Sevabhavi Sanstha, Latur",".: Front Adv. Agrawal, Near Laxmi Sandan, Moti Nagar Latur Pin: 413512 Maharashtra",91238256447,"919422650295,919422638855",satyabhama.org.in@gmail.com,https://twitter.com/share,Manoj Shinde RamChandra,,Multipurpose. Tweet,https://ngosindia.org/maharashtra-ngos/late-satyabhama-bahuddeshiya-sevabhavi-sanstha-latur/
Latur,"Life Care Foundation, Latur",".: Shirure Niwas, Pragati Nagar, Khopegaon Road Latur Pin: 413531 Maharashtra",912382225274,,lifecare-foundation@radiffmail.com,https://twitter.com/share,Dr. Manoj Shirure,,To work in the field of rural health. Tweet,https://ngosindia.org/maharashtra-ngos/life-care-foundation-latur/
Latur,"Magas Janseva Samiti, Latur",".: C/o Badame Complex, Shivaji Chowk, Barshi Road Latur Pin: 413531 Maharashtra",912382322420,"9109325599756,9109422072837",mjs_latur@yahoo.com,https://twitter.com/share,Manohar Badame,Women development.,For all round development of women and child schemes. Tweet,https://ngosindia.org/maharashtra-ngos/magas-janseva-samiti-latur/
Latur,"Marathwada Berojgar Bhu. Yuva Munch, Latur",".: Near Panchayat Samiti Office, Deoni Latur Pin: 413519 Maharashtra",912385269215,,sabne_v@yahoo.com,https://twitter.com/share,Vaijnath Sabne,Social work,"Maharathwada Berojga Bhu. Yuva Munch Deoni Latur has been working in woman, children health and education. Tweet",https://ngosindia.org/maharashtra-ngos/marathwada-berojgar-bhu-yuva-munch-latur/
Latur,"Mata Ahilyadevi Holkar Bahuuddeshiya Sanstha, Latur","Harekrishna Niwas, Ramnagar, Osmanabad Latur Maharashtra 413501",02472224108,9689420408,manishwaghmare36@gmail.com,https://twitter.com/share,Adv. Vidya Sakhare Waghmare,"Adolescent Girls Welfare, Advocacy On Social Issues, Awareness Generation, Human Rights, Law, Legal Awareness, Women’S Issues Legal And Enviroment.","To aware people in society about rights, legal. Tweet",https://ngosindia.org/maharashtra-ngos/mata-ahilyadevi-holkar-bahuuddeshiya-sanstha-latur/
Latur,"Naaz Welfare Society for Urban and Rural Development, Latur",".: Naaz Cottage, Ayesha Colony, Opp. S.P. Office Latur Pin: 413512 Maharashtra",,919422657141,nwsurd@rediffmail.com,https://twitter.com/share,Masum Khan,"Creation of a community conscientized, award and educated enough to take care of its integrated development.","Our mission is to creation of a community conscientized, awared and educated enough to take care of its integrated development. The organization has been working in the field of youth education, computer literacy program for poor girl students, womens basic human rights, disaster management & rehabilitation, etc. Tweet",https://ngosindia.org/maharashtra-ngos/naaz-welfare-society-for-urban-and-rural-development-latur/
Latur,"Panchsheel, Latur",".: Hasegaon, Ausa Latur Pin: 413512 Maharashtra",,919881054012,sayaliswasti@yahoo.com,https://twitter.com/share,Santosh Mankoskar,,To educate woman to protect from hiv/aids. To help the poorer in case of micro-finance. Economical and morally strong countryside people. Tweet,https://ngosindia.org/maharashtra-ngos/panchsheel-latur/
Latur,"Pancsheel Bahuudeshiya Sasntha, Latur",".: New Colony, Murud Latur Pin: 413510 Maharashtra",,919922924651,pradeepsurwase@gmail.com,https://twitter.com/share,Praddeep Rajaram Surwase,"Education, social work.","To educate to unliterate people, to create awarness about education in society. Tweet",https://ngosindia.org/maharashtra-ngos/pancsheel-bahuudeshiya-sasntha-latur/
Latur,"People’s Institute of Rural Development, Latur",".: Karad Nagar, Nanded Road Latur Pin: 413515 Maharashtra",912381262339,,president_pird@yahoo.com,http://www.pird.org,Machhindra Gojame,Rural Development,"PIRDs mission is based on the belief and understanding that the main causes of poverty, injustice and inequality are: Exploitation of natural resources, exploitation of human by human, and lack of adequate knowledge and information. We firmly believe that this could be overcome by mobilization of people to take control of their development. Rooted in this belief is our mission to mobilize communities and enable them to manage and control their development. Tweet",https://ngosindia.org/maharashtra-ngos/peoples-institute-of-rural-development-latur/
Latur,"Prabhat Bahuudeshiya Sevabhavi Sanstha, Latur",".: sarthak, Near Water Tank, Barshi Road, Behind Maharashtra Gruh Nirman society Latur Pin: 413512 Maharashtra",912382250146,919503205074,advvarsha.deshpande@gmail.com,https://twitter.com/share,Varsha Deshpande,"Education development, women empowerment, child development, rural development.","To create interest of education, health center, ashram schools, women development center, all school and collage, hospitals, all schemes women, child, health, education. Tweet",https://ngosindia.org/maharashtra-ngos/prabhat-bahuudeshiya-sevabhavi-sanstha-latur/
Latur,"Pragati Mahila Mandal Budhoda, Latur",".: Budhoda Ausa, Latur Latur Pin: 413520 Maharashtra",,919923789819,pragati.mandal@gmail.com,https://twitter.com/share,Sudhir Maske,To build relation with other organization,"To create awareness among the marganlised section of the society with right base approach. Dalits, adivasi, children, youth and women these are the target groups of the organization. To change the society with right base approach. Tweet",https://ngosindia.org/maharashtra-ngos/pragati-mahila-mandal-budhoda-latur/
Latur,"Rahemania Taleemi Society, Latur",".: Nilanga, Latur Latur Pin: 413521 Maharashtra",912384242234,919960888907,rtsnilanga@reddif.com,https://twitter.com/share,Mohd. Farooq Deshmukh,Education for all.,To established educational centres for all communities. Tweet,https://ngosindia.org/maharashtra-ngos/rahemania-taleemi-society-latur/
Latur,"SHAW – Supreme Humanity Association of the World, Latur",".: Khan Hospital Bldg 2nd Floor, Barsi Road Latur Pin: 413512 Maharashtra",912382326660,919890414448,ngodpg@yahoo.co.in,http://www.shaw.co.in,Dr Kamran Khan,Social services,Good health & good economic developments of all poors & miserables. Tweet,https://ngosindia.org/maharashtra-ngos/shaw-supreme-humanity-association-of-the-world-latur/
Latur,"Sabase Ngo, Latur",".: Mahatma Phule Nagar, Udgir Latur Pin: 413517 Maharashtra",,919890949271,sabasengo@gmail.com,https://twitter.com/share,A. S. Belsangvikar,Child development,"Child education, women empowerment, health awareness. Tweet",https://ngosindia.org/maharashtra-ngos/sabase-ngo-latur/
Latur,"Sahara Shikshan & Bahuudeshiya Sevabhavi Sansthan, Latur",".: Talikhed Ta Nilanga, Latur Latur Pin: 413521 Maharashtra",,919923315990,saharashikshanbahuudeshiya@gmail.com,https://twitter.com/share,Mulla Khajasab,,Poor people marriage essential things. Tweet,https://ngosindia.org/maharashtra-ngos/sahara-shikshan-bahuudeshiya-sevabhavi-sansthan-latur/
Latur,"Sarvangin Vikas Sanstha, Latur",".: Yeshodeep Ashok Nagar, Udgir Latur Pin: 413512 Maharashtra",,"919960803808,9109422968788",spcaudgir@yahoo.com,https://twitter.com/share,Dr.Mangeshkumar Herkar,Social activity,"Rural development, women and child development, oldperson development, and other schemes emplemntion. Tweet",https://ngosindia.org/maharashtra-ngos/sarvangin-vikas-sanstha-latur-2/
Latur,"Satyabhama Multi Purpose Organisation, Latur",".: Front of Adv Agrawal, Nr. Laxmi Sadan, Moti Nagar Latur Pin: 413512 Maharashtra",912382256447,"919422650295,919326649888,919422638855",satyabhama.org.in@gmail.com,https://twitter.com/share,Manoj Shinde,"Child welfare, disadvantaged communities, education, food and nutrition, forestry, health, rehabilit.","Social and economical development of rural community. To build capacities of the marginalised sections of society for furthering their socio-economic and health conditions by working on agriculture development, natural resource management, education, gender and local self governance. Weaker sections of the society, designing and implementing education programmes for the underprivileged children, youth and women. It creates awareness about good health, nutrition and family planning. It also provides rehabilitation services. Tweet",https://ngosindia.org/maharashtra-ngos/satyabhama-multi-purpose-organisation-latur/
Latur,"Satyabhama Multipurpose Org, Latur",".: Front of Vijay Gopal Agrawal, Near Ankushe Sir, Moti Nagar Latur Pin: 413512 Maharashtra",912382256447,919422650295,satyabhama.org.in@gmail.com,https://twitter.com/share,Shinde Manoj,Improve quality life in Indian socity,"Child welfare, consumer issues, development, environment, forestry, science and technology, training, water, womens issues over all problem in socity, to create interest of education, health center, ashram schools, women development center, all school and collage, hospitals, all schemes women, child, health, education. Tweet",https://ngosindia.org/maharashtra-ngos/satyabhama-multipurpose-org-latur/
Latur,"Savitribai Phule Sevabhavi Sanstha, Latur",".: Bhakerwadi, Ajansonda latur Pin: 413513 Maharashtra",,919923338633,vishnukant.gadade@yahoo.in,https://twitter.com/share,Vishnukant Gadade,"Education improvement, agriculture development, women education, watershed development.","Improvment in all fields such as education, health, social development. Tweet",https://ngosindia.org/maharashtra-ngos/savitribai-phule-sevabhavi-sanstha-latur/
Latur,"Sawitri Foundation, Latur","Shirur Tajband, Ahemadpur Latur Maharashtra 433512",,"9049071503,9421860785",sawitrifoundation2010@rediffmail.com,https://twitter.com/share,Chapulkar Ganesh S.,"Awareness Generation, Child Labour, Child Welfare, Community Development, Disaster Management, Education, Human Development, Livelihood, Pollution, Sanitation, Social Awareness.","Our ngo work in education awareness, village development, my school project, healthy village, student awareness, citizen awareness, sanskar janiv abhiyan, development of village. Tweet",https://ngosindia.org/maharashtra-ngos/sawitri-foundation-latur/
Latur,"Shiv Chatrapati Seva Bhavi Sanstha, Latur",".: P O Box 21, Ahmedpur Latur Pin: 413515 Maharashtra",912381262506,919422472137,deva_5112@yahoo.co.in,http://www.scsbapur.com,Devanand Mule,,"Health, education development, rural agriculture development woman empowerment child development. Tweet",https://ngosindia.org/maharashtra-ngos/shiv-chatrapati-seva-bhavi-sanstha-latur/
Latur,"Shri Ganesh Shikshan Prasarak Mandal, Latur",".: Priyadarshani Chowk, Khadgaon Road Latur Pin: 413512 Maharashtra","912382227620,9102382221134",9109422072834,sgspmltr_maharashtra@yahoo.co.in,http://www.sgspm.org,Nirmala Bhagwat Badame,Rehabilitation of women and child,To undertake adult education in rural areas to literate the adults and also to rehabilitate childs and womens in rural areas. Our objective is to rehabilitate the child & women specially in rural areas & also in a undeveloped areas and our mission is very big. We are rehabilitation the women and child and our main mission is to fight with Hiv. We taking programs in rural areas & also in undeveloped villages to tell them about hiv and our programme mission is to tell them information about Hiv. Tweet,https://ngosindia.org/maharashtra-ngos/shri-ganesh-shikshan-prasarak-mandal-latur/
Latur,"Shri Sai Shaikhsnik Va Sevabhavi Sanstha, Latur",".: C/o Gajanan Nivas, Mataji Nagar, Ring Road Latur Pin: 433512 Maharashtra",,"919921220202,919922029484",sunil.gavali09@gmail.com,https://twitter.com/share,,Social work.,"Health programs, health, many kind of educational projects in rural and urban areas. Tweet",https://ngosindia.org/maharashtra-ngos/shri-sai-shaikhsnik-va-sevabhavi-sanstha-latur/
Latur,"Shri Samrathya Bhuddeshiya Seva Bhavi Sanstha, Latur",.: Latur Latur Pin: 413512 Maharashtra,912382312756,919579376713,govind.rokade99@gmail.com,http://wwww.ssbsevabhavisanstha.ibibo.com,Govind Rokade,,"Education, health, NRM, water, women empowerment, child development, rural development, disability, agriculture, old age care, animal care, microfinance or any other purpose. Tweet",https://ngosindia.org/maharashtra-ngos/shri-samrathya-bhuddeshiya-seva-bhavi-sanstha-latur/
Latur,"Shristi Bahuudeshiya Seva Bhavi Sanstha, Latur",".: 13, Ajinkya City Bungalows, Ambajogai Road Latur Pin: 413512 Maharashtra",912382329383,,rohan234@gmail.com,https://twitter.com/share,Rohan Patil,"Watershed development, rural development, children development in rural areas.",To enhance the living conditions of farmers by providing adequate water supply through water shed development projects. Tweet,https://ngosindia.org/maharashtra-ngos/shristi-bahuudeshiya-seva-bhavi-sanstha-latur/
Latur,"Swayam Shikshan Prayog, Latur",".: 3rd Floor, Trimurti Bhavan, Near Usha kiran Tokies, Barshi RoadLatur Pin: 413502Maharashtra",912382221713,,ssplatur@gmail.com,http://www.sspindia1.org,Malawadkar Laxmikant,,"Education awarness, health awareness, human right awarness. Tweet",https://ngosindia.org/maharashtra-ngos/swayam-shikshan-prayog-latur/
Latur,"Tavaraja Gramin Vikas Sanstha, Latur",".: Dhanora, Hasegaon, Tq AusaLatur Pin: 413512Maharashtra",,919422027002,bvdeshmukh@gmail.com,https://twitter.com/share,B V Deshmukh,"To support small farmers, labours, in rural issues of agriculture, health & education.","To work for small farmers, labours, improving their living conditions in rural area. Tweet",https://ngosindia.org/maharashtra-ngos/tavaraja-gramin-vikas-sanstha-latur/
Latur,"Vidyakalyan Krishi Paryavaran & Samajik Vikas Sanstha,Latur",".: Anand Niwas Samarthwale Nagar, Behind Shivaji High SchoolLatur Pin: 413512Maharashtra",,919850849852,vinod.mukke@gmail.com,https://twitter.com/share,Vinod Mukke,To reach the every needed community.,The organization conceives for such a society in which there will be the equal involvement of the poorest of the poor without any discrimination based on human values. The organization will create strong people Tweet,https://ngosindia.org/maharashtra-ngos/vidyakalyan-krishi-paryavaran-samajik-vikas-sansthalatur/
Latur,"Vikas Welfare & Education Society, Latur",.: Latur Latur Pin: 413531Maharashtra,,919890856194,vikas.society@rediffmail.com,https://twitter.com/share,Dr. Shaikh Mohsin,"Welfare, education, health.",Want to improve the health condition of my city. Want to give free medicines to poor people. Tweet,https://ngosindia.org/maharashtra-ngos/vikas-welfare-education-society-latur/
Latur,"Vishwa Prayag Trust, Latur",".: C/o Dr. S.V.Karadkhele, 7, Sharada ColonyLatur Pin: 413512Maharashtra",,919921320001,draartivyas@gmail.com,https://twitter.com/share,Dr. Aarti Vyas,To do some good work with the help of our ngo.,To provide leadership in education and health specially in rural India. Tweet,https://ngosindia.org/maharashtra-ngos/vishwa-prayag-trust-latur/
Mumbai,"AAI Caretaker, Mumbai",".: B-4, Ashok Nagar, Vasinaka, Chembur Mumbai Pin: 400074 Maharashtra",912225530537,919821624480,aaicaretaker@email.com,https://twitter.com/share,Alex Isaac,"To protect and promote environment, health & education.","AAI is a Marathi word. Which means Mother and Caretaker means a Guardian a word that capture a Mother Spirit who take care of entire universal. AAI Caretaker is a non government Organisation registered under the societies registration act 1860 & Bombay Public Trust Act 1950. Whose mandate is to protect and promote environment, health & education. It was established in 2009 and located at Chembur, Mumbai. Community centres, medical assistance, computer education institution, playground, better civic facilities and plantation. Tweet",https://ngosindia.org/maharashtra-ngos/aai-caretaker-mumbai-2/
Mumbai,"AAS – Aapulaki Sangh, Mumbai",".: 4, Gandhi Nagar, Kajupada Mumbai Pin: 400072 Maharashtra",,919920689126,aapulaki_sangh@yahoo.com,https://twitter.com/share,Tushar Digambar Koshti,Social services and welfare,"To help the needy and downtrodden in every aspect of living. Whether is education, human right, rural development, animal welfare, womens right, medical, care and supports. Tweet",https://ngosindia.org/maharashtra-ngos/aas-aapulaki-sangh-mumbai/
Mumbai,"ACASH, Mumbai",".: 2nd Floor, 417 S V P Road, Girgaum Mumbai Pin: 400004 Maharashtra","91223886556,91223887340",,acashorg@vsnl.com,https://twitter.com/share,Yogini Mishra,"Child welfare, Consumer issues, Education, Environment, Food and Nutrition, Health, Human Rights, Media, Training, Women’s issues","ACASH works to inform, educate and organise consumers so as to enable them to secure, protect and preserve their interests and assert their rights as consumers of goods and services pertaining to health and safety, including but not restricted to pharmaceutical drugs, medical services,tobacco and other harmful substances, water, cosmetics, etc. Tweet",https://ngosindia.org/maharashtra-ngos/acash-mumbai/
Mumbai,"AICUF – All India Catholic University Federation, Mumbai",".: St. Xaviers College, Fort Mumbai Pin: 400001 Maharashtra",,,aicufmumbai@gmail.com,https://twitter.com/share,Virgil Sequeira,"Social outreach and action personality development, spiritual growth",We are born in an unjust society and we are determined not to leave it as we have found it. Tweet,https://ngosindia.org/maharashtra-ngos/aicuf-all-india-catholic-university-federation-mumbai/
Mumbai,"AIESEC, Mumbai",".: C/O Godrej Industried Ltd. Gate 2, Eastern Express Highway Vikhroli East Mumbai Pin: 400079 Maharashtra",912225188095,919898798814,gaurav.julka@aiesec.net,http://www.aiesec.in,Gaurav Julka,"Education, health, women empowerment, child development, rural development.","AIESECs vision peace and fulfilment of humankind’s potential. AIESEC is a global, non-political, independent, not-for-profit organization run by students and recent graduates of institutions of higher education. Our members are interested in world issues, leadership and management. AIESEC does not discriminate on the basis of race, colour, gender, sexual orientation, creed, religion, national, ethnic or social origin. AIESEC members live an integrated development experience. This involves leadership opportunities, international internships and interacting with a global network to support their development. Tweet",https://ngosindia.org/maharashtra-ngos/aiesec-mumbai/
Mumbai,"AKANKSHAA, Navi Mumbai",".: B2/01 Nilgiri Gardens, Sector 24 CBD Belapur Navi Mumbai Pin: 400614 Maharashtra",,"919969949208,919967974391",akankshaa@akankshaa.org,http://www.akankshaa.org,"Education, health, old age care.",Social contribution.,"Akankshaa will be focusing on Indias various social issues that demand urgent action, solutions and measurable results. Whether providing medical help to poor patients, educating girl child, providing old age home facilities or providing clean and safe drinking water, Akankshaa will be making at attempt by contributing time, skills and resources towards its causes. At Akankshaa, what binds us is the belief that Change is possible. Because Ill make it possible. It is this zeal that enables individuals, organizations and corporate houses originating from various parts of the world expected to join in our efforts to help people who need and deserve it. The mission of AkankshaA is to strengthen the capacity of people in India to fight various challenges of the society. AkankshaA trust is under the process of registration and would be focusing on building educhain, medichain, oldegelphelp us making an attempt to take education to the doorsteps of poor, deliver health & find home for aged. Tweet",https://ngosindia.org/maharashtra-ngos/akankshaa-navi-mumbai/
Mumbai,"APNALAYA, Mumbai",".: 75, Bhulabhai Desai Road Mumbai Pin: 400026 Maharashtra",912223539752,,director@apnalaya.org,http://www.apnalaya.org,Leena Joshi,Community development in slums.,"Working with individuals, groups and communities, Apnalayas aim is to empower the disadvantaged to overcome the many social, political and economic barriers they face, and to help them access opportunities that lead to a better quality of life. Tweet",https://ngosindia.org/maharashtra-ngos/apnalaya-mumbai/
Mumbai,"Aadeeyoga Foundation, Mumbai",".: 427/429, SVP Road, Prarthana Samaj, Charni Road Mumbai Pin: 400004 Maharashtra",912266340536,919322295161,raksha131@gmail.com,http://www.aadeeyoga.org,Raksha Vadhaiya,Teach Yoga,"To promote yoga and similar self development education, knowledge, awareness by running schools colleges and promoting yoga educational events. Tweet",https://ngosindia.org/maharashtra-ngos/aadeeyoga-foundation-mumbai/
Mumbai,"Aadhar Charitable Trust, Mumbai",.: Mumbai Mumbai Pin: 400088 Maharashtra,,919820481442,aadhat.trust@yahoo.com,http://www.aadhartrust.com,Nilesh Pawar,,Tweet,https://ngosindia.org/maharashtra-ngos/aadhar-charitable-trust-mumbai/
Mumbai,"Aastha Foundation, Mumbai",".: 5, 1st Floor, 21-23, Mumbadevi Mansion Mumbai Pin: 400003 Maharashtra",,919969155499,ams_mmt@yahoo.com,http://www.aasthafoundation.org,Anand Shukla,"Education, health, human rights.",Our mission is to provide education to all children and take care of ill and ignored people society. Tweet,https://ngosindia.org/maharashtra-ngos/aastha-foundation-mumbai/
Mumbai,"Aastha Pratisthan, Mumbai",".: 204, Astavinayaka Co-Operative Housing Society, Rock line, MMRDA Colony, Vashi Naka, Chembur Mumbai Pin: 400074 Maharashtra",,"919967023902,919892632244",aasthapratisthan@yahoo.com,https://twitter.com/share,"Suresh Kharatmol, Ganesh Gaikwad","Health, human rights, poverty, womens issues, child walfare, disability, education, environmental, social.","To eradicate poverty with best possible development tools. To uplift the poorest of the poor in the rural areas in the area of health, education, economy, finance, to provide equal rights for women, children, disabled people etc. To make awareness in environmental issues. Tweet",https://ngosindia.org/maharashtra-ngos/aastha-pratisthan-mumbai/
Mumbai,"Aavhaan Pratishthan, Mumbai",".: AL-5/3/12, Suyog Apt, Sector 5, Airoli Mumbai Pin: 400708 Maharashtra",,919892633626,jai.kate@rediffmail.com,https://twitter.com/share,Jay Kate,To challenge/discover hidden social skills from yound minds and transform to better society.,Aavhaan is an initiative started by a group of young professionals with a high degree of social and public commitment. An organization evolved to explore talent and innovative ideas of capable youth to transform a better tomorrow. Aavhaan is playing a pivotal role in mobilizing youth energy towards fulfilling social responsibility. Aavhaan drives conviction to youth to grab forthcoming opportunities. Aavhaan is initiative to impart practical platform to tackle social issues and to provide remedy to them. Tweet,https://ngosindia.org/maharashtra-ngos/aavhaan-pratishthan-mumbai/
